filename,clipdet_latent10k_plus_global,clipdet_latent10k_plus_local,clipdet_latent10k_plus_fusiongl,clipdet_latent10k_plus,Corvi2023,clipdet_latent10k_plus_fusion_soft_or,clipdet_latent10k_plus_fusion_w_70G_30L,clipdet_latent10k_plus_fusion_w_50G_50L,clipdet_latent10k_plus_fusion_w_30G_70L,clipdet_latent10k_plus_fusion_max_calibrated,clipdet_latent10k_plus_fusion_dynamic,fusion
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006515.JPEG,-2.9849646,-2.409384,-2.409384,-2.409384,-33.09596,-0.5428468,-1.4009597,-1.361027,-1.3210944,-1.2611953,-1.3709605,-0.9189464
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006920.JPEG,-1.5894772,-0.2966639,-0.2966639,-0.2966639,-9.16804,0.56701416,-0.53229886,-0.4313118,-0.33032468,-0.17884402,-0.4937311,0.77764034
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00008442.JPEG,-1.5951688,0.051795974,0.051795974,0.051795974,-5.419698,0.69600564,-0.48096243,-0.3436381,-0.20631376,-0.00032722516,-0.4570783,1.0819497
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00008809.JPEG,-1.5395045,-0.784437,-0.784437,-0.784437,-24.795092,0.4109772,-0.58778596,-0.5423417,-0.49689758,-0.42873126,-0.55519384,-0.032402933
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00009068.JPEG,-3.1136582,-3.1275225,-3.1136582,-3.1136582,-31.273684,-0.78866035,-1.5614953,-1.5808107,-1.600126,-1.5325221,-1.5831406,-1.0517013
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00009116.JPEG,-0.5216183,-0.66789496,-0.5216183,-0.5216183,-4.4213147,0.8058351,-0.17310652,-0.22908366,-0.2850608,-0.0891408,-0.24854082,0.93830156
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00012457.JPEG,-3.738681,-3.1238286,-3.1238286,-3.1238286,-0.33907625,-0.97036517,-1.804559,-1.7538869,-1.703215,-1.6272069,-1.7698495,0.67378557
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00012533.JPEG,-1.7269627,-1.3316665,-1.3316665,-1.3316665,-6.2386966,0.17367183,-0.7449604,-0.73470837,-0.7244563,-0.7090782,-0.73536515,0.61685014
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00012831.JPEG,-3.0680137,-2.3191864,-2.3191864,-2.3191864,-23.189657,-0.5378519,-1.4194695,-1.3610458,-1.3026223,-1.2149869,-1.3822289,-0.48424712
test_set\small_test_set\real_lsun\airplane_00049.png,0.48309413,0.7348728,0.7348728,0.7348728,-24.517006,1.665711,0.43411872,0.4099747,0.38583067,0.47033477,0.41361362,0.6765175
test_set\small_test_set\real_lsun\bedroom_00253.png,-1.6646805,1.3750949,1.3750949,1.3750949,-12.39497,1.2256079,-0.30467904,-0.024027407,0.25662428,0.6776018,-0.040882498,1.3611027
test_set\small_test_set\real_lsun\bicycle_00807.png,-0.47955006,1.1747682,1.1747682,1.1747682,-28.583693,1.4764861,0.12649168,0.2546295,0.3827673,0.574974,0.33448035,0.8183994
test_set\small_test_set\real_lsun\bird_14085.png,0.44976708,-0.77406067,0.44976708,0.44976708,-16.428898,1.1800919,0.18921895,0.014180556,-0.16085783,0.45177656,0.020385504,0.7811537
test_set\small_test_set\real_lsun\boat_00049.png,1.6767778,2.9487562,2.9487562,2.9487562,-30.417952,3.0559134,1.239665,1.3094156,1.3791662,1.4837921,1.3395182,1.7922487
test_set\small_test_set\real_lsun\bottle_16841.png,0.22273245,1.2312015,1.2312015,1.2312015,-25.101517,1.7485561,0.40891188,0.46461844,0.52032506,0.60388494,0.48388916,0.92057633
test_set\small_test_set\real_lsun\bus_07091.png,1.3358464,0.7917403,1.3358464,1.3358464,-30.550398,2.053091,0.7752582,0.66196954,0.5486809,0.94519114,0.74010587,0.87102866
test_set\small_test_set\real_lsun\car_12364.png,1.9686549,1.8040466,1.9686549,1.9686549,-23.921602,2.7142186,1.1775064,1.0974631,1.0174198,1.2975714,1.1369803,1.3463393
test_set\small_test_set\real_lsun\cat_09253.png,0.23375025,2.7697453,2.7697453,2.7697453,-22.726034,2.3997817,0.6496664,0.8617859,1.0739053,1.3920845,1.1193038,1.821719
test_set\small_test_set\real_lsun\chair_02356.png,0.91422904,1.515134,1.515134,1.515134,-29.321669,2.1347992,0.7220923,0.72987854,0.7376648,0.74934417,0.7302574,0.99114466
test_set\small_test_set\real_lsun\church_09825.png,1.6213017,2.7829769,2.7829769,2.7829769,-13.526754,2.9594018,1.192562,1.2515051,1.3104483,1.398863,1.2730637,2.065005
test_set\small_test_set\real_lsun\cow_15908.png,-0.48598593,-0.0052053407,-0.0052053407,-0.0052053407,-31.107256,1.0331305,-0.05736795,-0.049414,-0.041460052,-0.029529128,-0.04980935,0.15303856
test_set\small_test_set\real_lsun\dog_05450.png,0.70277,0.6231015,0.70277,0.70277,-23.534954,1.7176446,0.5025693,0.44250774,0.38244623,0.5926616,0.464886,0.6852417
test_set\small_test_set\real_lsun\horse_16219.png,0.07336292,-1.712997,0.07336292,0.07336292,-21.609472,0.7859417,-0.10180764,-0.33112964,-0.5604516,0.24217536,-0.51432085,0.43927586
test_set\small_test_set\real_lsun\motorbike_14864.png,1.3310108,1.1544551,1.3310108,1.3310108,-27.818518,2.1791213,0.8291192,0.753533,0.6779468,0.94249845,0.78882194,0.91776216
test_set\small_test_set\real_lsun\person_00049.png,1.1107186,1.6547171,1.6547171,1.6547171,-22.669205,2.2722516,0.8201357,0.82034063,0.82054555,0.82085294,0.820341,1.2028105
test_set\small_test_set\real_lsun\pottedplant_11308.png,0.04110515,-0.013534397,0.04110515,0.04110515,-31.118475,1.2319355,0.14680997,0.09520823,0.04360649,0.22421257,0.107453525,0.17594862
test_set\small_test_set\real_lsun\sheep_07543.png,0.049377948,2.058887,2.058887,2.058887,-26.777306,2.0236957,0.46854654,0.6283647,0.78818285,1.0279101,0.78001606,1.3399636
test_set\small_test_set\real_lsun\train_03655.png,0.8096045,1.8959237,1.8959237,1.8959237,-30.755913,2.2435877,0.73983395,0.7982881,0.8567423,0.9444236,0.819493,1.1809638
test_set\small_test_set\real_lsun\tvmonitor_14085.png,-0.4817537,2.223696,2.223696,2.223696,-19.752598,1.9200431,0.28684315,0.5227,0.75855684,1.1123421,0.8055991,1.5834419
test_set\small_test_set\stable_diffusion\captions_val2017_10935.png,0.96455777,1.473183,1.473183,1.473183,10.34995,2.1396449,0.73526275,0.7331456,0.7310284,0.73843855,0.73317355,2.4780247
test_set\small_test_set\stable_diffusion\captions_val2017_11319.png,1.3043103,0.5519938,1.3043103,1.3043103,10.669144,1.9581386,0.72611874,0.59177774,0.45743674,0.92763025,0.70051664,2.424019
test_set\small_test_set\stable_diffusion\captions_val2017_11616.png,-0.23438975,-0.36235416,-0.23438975,-0.23438975,15.893114,1.0115345,-0.014187206,-0.07084723,-0.12750725,0.07080283,-0.08086598,2.198894
test_set\small_test_set\stable_diffusion\captions_val2017_13634.png,-0.90843594,-1.2165912,-0.90843594,-0.90843594,15.016517,0.4973652,-0.408216,-0.4773328,-0.5464496,-0.30454075,-0.50689626,1.9780883
test_set\small_test_set\stable_diffusion\captions_val2017_15485.png,-1.1416095,-1.2285212,-1.1416095,-1.1416095,18.18239,0.40711126,-0.50093967,-0.54531026,-0.5896808,-0.4343838,-0.55756474,2.1321793
test_set\small_test_set\stable_diffusion\captions_val2017_16437.png,-0.8498075,0.017334405,0.017334405,0.017334405,10.559313,0.9132743,-0.19572,-0.14493771,-0.09415541,-0.017981965,-0.16096944,1.9464219
test_set\small_test_set\stable_diffusion\captions_val2017_17068.png,0.19693944,-1.1577164,0.19693944,0.19693944,8.91173,0.9696183,0.031703413,-0.15448703,-0.34067747,0.3109891,-0.22583039,1.9063298
test_set\small_test_set\stable_diffusion\captions_val2017_18675.png,1.0538868,-0.10964072,1.0538868,1.0538868,18.07099,1.6378039,0.52681756,0.35257494,0.17833233,0.7881815,0.5000962,2.7608964
test_set\small_test_set\stable_diffusion\captions_val2017_107862.png,0.99431634,1.3753114,1.3753114,1.3753114,14.466372,2.1146982,0.7318206,0.71636117,0.7009018,0.75500965,0.71785414,2.6740885
test_set\small_test_set\stable_diffusion\captions_val2017_111064.png,0.46542677,0.82554775,0.82554775,0.82554775,27.91062,1.6911805,0.44116795,0.42828214,0.41539633,0.4604967,0.42931956,3.2939436
test_set\small_test_set\stable_diffusion\captions_val2017_113211.png,0.64653707,-0.6350112,0.64653707,0.64653707,8.489276,1.3053118,0.2872897,0.10458405,-0.0781216,0.5613482,0.15218091,2.0393126
test_set\small_test_set\stable_diffusion\captions_val2017_115161.png,-0.78938395,-1.8498709,-0.78938395,-0.78938395,13.884365,0.38030538,-0.4591392,-0.60640097,-0.75366277,-0.2382465,-0.7361299,1.9334108
test_set\small_test_set\stable_diffusion\captions_val2017_118293.png,0.5521947,0.30840284,0.5521947,0.5521947,18.485777,1.5475229,0.39550942,0.3199733,0.2444372,0.50881356,0.355216,2.603071
test_set\small_test_set\stable_diffusion\captions_val2017_119143.png,-0.12860045,-0.15397239,-0.12860045,-0.12860045,10.822677,1.1192033,0.059075378,0.0119844675,-0.035106447,0.12971176,0.013395287,1.9181418
test_set\small_test_set\stable_diffusion\captions_val2017_121297.png,-1.2038717,-1.6536748,-1.2038717,-1.2038717,14.981095,0.26535174,-0.5905514,-0.6715492,-0.752547,-0.4690546,-0.7120018,1.915238
test_set\small_test_set\stable_diffusion\captions_val2017_128814.png,-0.8904599,0.789433,0.789433,0.789433,7.0137014,1.1909448,-0.09290176,0.04151757,0.17593691,0.37756592,0.05546148,2.0100164
test_set\small_test_set\stable_diffusion\captions_val2017_133434.png,-0.5318794,0.034493864,0.034493864,0.034493864,18.237974,1.0301691,-0.06915565,-0.05202293,-0.034890216,-0.009191136,-0.05385637,2.4221973
test_set\small_test_set\stable_diffusion\captions_val2017_137943.png,-1.0887858,0.45926458,0.45926458,0.45926458,18.593596,1.0007378,-0.22095221,-0.098274484,0.024403252,0.20841986,-0.12831804,2.5782874
test_set\small_test_set\stable_diffusion\captions_val2017_141432.png,-1.284301,-0.11156865,-0.11156865,-0.11156865,6.0692987,0.72638494,-0.38489506,-0.29893056,-0.21296605,-0.084019296,-0.3444192,1.6426857
test_set\small_test_set\stable_diffusion\captions_val2017_143769.png,0.9070412,0.026683092,0.9070412,0.9070412,17.06147,1.6121811,0.49052945,0.34660888,0.20268828,0.70641035,0.466554,2.6432595
